Name,Markets Seeking,Locations Seeking
John Burke,"B2B,Cloud Computing,Consumer Internet,Content,Cyber Security,Data Security,Digital Media,E-Commerce,E-Commerce Platforms,Enterprise Software,Government Innovation,IT and Cybersecurity,Information Technology,Internet Infrastructure,Investment Management,Mobile,Mobile Security,Open Source,SaaS,Security,Social Media,Social Media Marketing,Software,Storage,Video","Los Angeles,Maryland,New York,Silicon Valley,Virginia,Washington DC"
Nina Faulhaber,"Advertising,Cloud Gaming,Collaborative Consumption,Consumer Internet,Consumers,Design,E-Commerce,Fashion,Games,Health and Wellness,Hospitality,Mobile,Mobile Advertising,Mobile Health,Online Dating,Payments,Real Estate,SaaS,Social Commerce,Social Games,Social Media","Austria,Berlin,Estonia,Europe,Finland,France,Germany,Israel,Italy,London,Norway,Spain,Stockholm,Sweden,Switzerland,United Kingdom,United States"
Rishi Khanna,,New Delhi
Larry Blair,"Clean Technology,Consumer Internet,Content Discovery,Digital Media,Education,Health Care,Internet Infrastructure,Mobile,Photo Sharing,Photography",Silicon Valley
Chok Ooi,"Analytics,Application Platforms,Automotive,Big Data,Big Data Analytics,Child Care,Clean Technology,Collaboration,Commercial Real Estate,Communications Hardware,Consulting,Consumer Electronics,Consumer Internet,Content Discovery,Developer APIs,Developer Tools,E-Commerce,Enterprise Software,Fashion,Financial Services,Hardware,Health Care,Health Care Information Technology,Health and Wellness,Healthcare Services,Hospitals,Investment Management,Kids,Marketplaces,Media,Mobile,Mobile Health,Music,News,Online Dating,Outsourcing,Parenting,Photo Sharing,Private Social Networking,Productivity Software,Real Time,Risk Management,Robotics,Social Media,Sports Stadiums,Startups,Teenagers,Trading,User Experience Design,Video Conferencing,Visualization,Web Development,Weddings,iOS","New York City,United States"
Ryan Kottenstette,"Clean Technology,Consumer Internet,Enterprise Software,Health Care,Mobile","Earth,United States"
Rami Habal,"Big Data,Clean Technology,Consumer Internet,Enterprise Software,Health Care,Mobile,Peer-to-Peer","New York City,San Francisco,Silicon Valley,Washington DC"
Richard Kerby,"Apps,B2B,Big Data Analytics,Consumers,Content Discovery,Demographies,Design,Education,Enterprises,Entertainment,Fashion,Finance,Health and Wellness,Human Resources,Information Technology,Media,Mobile Health,Platforms,Project Management,Real Estate,Recruiting,Retail,Sales and Marketing,Sports,Startups,Technology,Travel,Travel &amp; Tourism,Web Development","Los Angeles,Menlo Park,New York City,Palo Alto,San Francisco"
John Chapman,"Agriculture,Clean Technology,Consumer Internet,Craft Beer,Enterprise Software,Food and Beverages,Health Care,Mobile,SaaS,Wine And Spirits","California,Los Angeles,Orange County"
Josh Burwick,"Consumer Internet,Enterprise Software,Mobile,SaaS,Security,Software","Connecticut,New York City"
Per Suneby,"Clean Technology,Indoor Positioning,Location Based Services","Boston,Cambridge MA"
Florian Swoboda,,
Rodrigo Martinez,"Advertising,Consumer Internet,Enterprise Software,Financial Services,Mobile,Open Source,SaaS","Europe,North America"
David Odom,"Big Data,Clean Technology,Cloud Computing,Enterprise Security,Enterprise Software,Information Technology,Mobile,Mobile Enterprise,Mobile Security,Peer-to-Peer,SaaS","California,Colorado,Florida,Massachusetts,Michigan,New York,Ohio,Texas"
Mark Dumas,"Big Data,Clean Technology,Consumer Internet,Customer Service,Enterprise Software,Enterprises,Fashion,Financial Services,Health and Wellness,Indoor Positioning,Location Based Services,Marketplaces,Mobile,Mobile Advertising,Personal Data,Personal Health,Risk Management,SaaS,Sales and Marketing,Social Commerce,Social Media,Social Media Marketing,Social Media Platforms,Supply Chain Management,Wireless","Earth,Reston"
Ryan Tu,"Analytics,Big Data,Brand Marketing,Business Productivity,Clean Technology,Cloud Computing,Cloud Data Services,Consumer Internet,Crowdsourcing,Enterprise Software,Groceries,Human Resources,Marketplaces,Mobile,Mobile Advertising,Online Travel,Online Video Advertising,Organic,Organic Food,Recruiting,SaaS,Sales Automation,Social Media,Social Media Marketing,Social Travel,Specialty Foods,Travel,Video","Los Angeles,New York,San Francisco,Silicon Valley"
Joseph A. Tranfo,"All Markets,Apps,Art,Automotive,B2B,Biotechnology,Bridging Online and Offline,Business Services,Clean Technology,Cloud Data Services,College Campuses,Consumer Internet,Consumers,Content Discovery,Crowdsourcing,Demographies,Design,E-Commerce,Education,Energy,Enterprise Software,Enterprises,Entertainment,Entertainment Industry,Events,Fashion,Finance,Financial Exchanges,Financial Services,Health Care,Health and Wellness,Hospitality,Human Resources,Information Technology,Legal,Life Sciences,Manufacturing,Marketplaces,Media,Mobile,Mobile Health,Music Services,Platforms,Project Management,Real Estate,Recruiting,Restaurants,Retail,Robotics,Sales and Marketing,Small and Medium Businesses,Social Commerce,Social Media,Sports,Startups,Technology,Travel,Travel &amp; Tourism,Ventures for Good,Web Development","British Columbia,Connecticut,Greenwich,Illinois,New York City,Silicon Valley,Southern California,Washington"
Pavel Aleshin,"Clean Technology,Consumer Internet,Enterprise Software,Health Care,Mobile","Kiev,Moscow,Russia,Ukraine,United States"
Jim Flach,"Clean Technology,Consumer Internet,Enterprise Software,Film Distribution,Health Care,Mobile,Social Media,Technology",Arizona
Ken Loveless,,
Jonathan Drillings,,
Niko Bonatsos,"B2B,Bridging Online and Offline,Business Services,Cloud Computing,Consumer Internet,Consumers,Digital Media,E-Commerce,Education,Enterprises,Entertainment,Fashion,Finance,Information Services,Location Based Services,Mobile,Platforms,SaaS,Small and Medium Businesses,Social Commerce,Social Games,Social Media,Software","Europe,Greece,North America,Palo Alto,Silicon Valley,United Kingdom"
Joel Englander,"Apps,Automotive,Consulting,Consumer Internet,Developer APIs,Developer Tools,E-Commerce,Enterprise Software,Incubators,Marketplaces,Mobile,Mobile Analytics,Mobile Games,Optimization,Web Development","San Francisco,Silicon Valley"
Rob Go,"Advertising,Analytics,Augmented Reality,Big Data,Consumer Internet,E-Commerce,Education,Financial Services,Games,Internet,Marketplaces,Mobile,Personal Finance,Real Time,Retail Technology,SaaS,Software,Telecommunications","Boston,Massachusetts,New York City"
Ron Hornbaker,"Consumer Internet,Enterprise Software,Health Care,Mobile,Social Games","San Francisco,Silicon Valley"
Christina Phillips,,
Carlo Barbara,,
Jeff Hinck,"Clean Technology,Consumer Internet,Enterprise Software,Social Commerce,Storage","Austin,California,Dallas,Menlo Park,Minneapolis,Other"
Maurice Werdegar,,
Sunny Dhillon,"Advertising Platforms,Console Gaming,Consumer Electronics,Consumer Internet,Digital Media,Education,Fitness,Games,Hardware,MMO Games,Mobile,Mobile Advertising,Mobile Analytics,Mobile Games,Online Gaming,Online Video Advertising,Optimization,Publishing,Security,Small and Medium Businesses,Social Games,Social Media Marketing,Tablets,Video,Web CMS","Los Angeles,Menlo Park,New York,San Francisco,Silicon Valley"
Sriram Chandrasekaran,"Clean Technology,Consumer Internet,Enterprise Software,Health Care,Mobile","Asia,Berlin,Europe,Gurgaon,India,Mumbai,Thailand,United States,Vietnam"
John Bunch,,
Brian Kobus,"Advertising,Bridging Online and Offline,Business Services,Cloud Computing,Cloud Data Services,Cloud Management,Enterprise Software,Enterprises,Finance,IT and Cybersecurity,Information Services,Information Technology,Loyalty Programs,Media,Mobile,Mobile Advertising,Mobile Commerce,Mobile Coupons,Mobile Enterprise,Platforms,Recruiting,Retail,Small and Medium Businesses,Social Commerce,Social Media,Social Media Marketing,Virtualization","Boston,Canada,Connecticut,Delaware,District of Columbia,Fredericton,Halifax,Illinois,Massachusetts,Michigan,Montreal,New Jersey,New York,New York City,Northeastern States,Ohio,Ottawa,Pennsylvania,Rhode Island,Toronto,Washington DC,Waterloo"
Mina Hsiang,"Consumer Internet,Medical Devices,Mobile,Mobile Enterprise,Robotics,Wireless","Boston,New York City"
Sean Moran,"Bitcoin,Consumer Internet,Digital Media,Education,Financial Services,Marketplaces,Mobile,SaaS,Social Media","Los Angeles,New York City,Philadelphia,San Francisco,Silicon Valley"
Oliver Holle,"Advertising,Bridging Online and Offline,Comparison Shopping,Consumer Internet,Creative Industries,Developer Tools,Digital Media,Film,Food and Beverages,Indoor Positioning,Local,Maps,Media,Mobile,Publishing,SaaS,Social Media,Subscription Businesses,Telecommunications,Visualization","Central Europe,Europe,Prague,Silicon Valley,Slovenia,Vienna"
Patrick Kann,,"California,Los Angeles,Pasadena CA,San Francisco"
David Fraga,"B2B,Consumer Internet,Enterprise Software,Mobile,Photography","New York City,United States"
Paul Vronsky,,
Chris Morton,"Consumer Internet,E-Commerce,Fashion,Marketplaces","London,New York City"
Aaron White,"Consumer Internet,Enterprise Software,Mobile",Boston
Kulthirath Pakawachkrilers,"All Students,Bicycles,Big Data Analytics,Consumer Goods,E-Commerce,Electric Vehicles,Health Care,Health Care Information Technology,High School Students,Risk Management,Transportation,University Students","Indonesia,Singapore,Thailand"
Henry McNamara,"Consumer Internet,Enterprise Software,Health Care,Mobile",New York City
Nick Adams,"Analytics,Application Platforms,Big Data,Big Data Analytics,Brand Marketing,Business Analytics,Cloud Computing,Cloud Data Services,Cloud Infrastructure,Content Discovery,Databases,Digital Media,Enterprise Software,Mobile,Photo Sharing,Photography,Retail Technology,SaaS,Social Media","Beijing,China,Europe,New York,Palo Alto,Silicon Valley"
Alessandra Rosenfeld,,New York City
Thomas Hessler,"Bitcoin,Cloud Infrastructure,Collaborative Consumption,Crowdfunding,Crowdsourcing,Infrastructure,Internet of Things,Music,PaaS,Peer-to-Peer,Platforms,Real Estate,Social Commerce,Social Media,Virtual Workforces","Berlin,London,New York,San Francisco,Shanghai,Silicon Valley,Singapore"
Rory Stirling,"Consumer Internet,Enterprise Software,Mobile","Europe,London"
John DeSimone,,
Hristo Odiseev,,"Berlin,London,Porto"
Spencer Lazar,"Advertising,All Markets,Cloud Data Services,Consumer Internet,E-Commerce,Education,Enterprise Software,Financial Services,Games,Infrastructure,Lead Generation,Mobile,Search,Security,Storage,Travel","Berlin,Cambridge UK,Chicago,Dublin,Europe,Istanbul,London,Madrid,Manchester,Moscow,New York,North America,Oxford,Paris,Silicon Valley,Vienna"
Mark Radcliffe,"Consumer Internet,Enterprise Software,Health Care,Mobile",Silicon Valley
Ulf S. Baecker,"Analytics,Cloud Data Services,Data Security,Digital Media,E-Commerce,Education,Enterprises,Health Care,Information Technology,Internet,Logistics,Mobile,Mobile Advertising,Real Estate,Real Time","Beijing,Berlin,Hamburg,Hong Kong,London,Mumbai,New York City,Saint Cloud,Sao Paulo,Seoul,Shanghai,Singapore,Tokyo"
Marcus Ogawa,"Advertising,Consumer Internet,Consumers,E-Commerce,Mobile,SaaS,Video","Atherton,Silicon Valley"
Paul Cianciolo,"Brand Marketing,Consumer Internet,Diagnostics,Doctors,E-Commerce,Education,Enterprise Software,Fashion,Governments,Health Care,Health Care Information Technology,Health and Wellness,Local,Marketplaces,Mobile,Mobile Health,Performance Marketing,Personal Data,Personal Health,Physicians,SaaS,Security,Smart Building,Social Commerce,Social Media Marketing","New York,New York City,United States"
Dinesh Katiyar,"Consumer Internet,Enterprise Software,Mobile","India,Silicon Valley"
Duncan Coleman,,
Kris Bjornerud,"Advertising,CRM,Consumer Internet,Content Discovery,Digital Entertainment,Digital Media,E-Commerce,E-Commerce Platforms,Education,Enterprise Software,Fashion,Games,Messaging,Mobile,Mobile Advertising,Mobile Games,Quantified Self,SaaS,Social Commerce,Social Games,Subscription Businesses","Los Angeles,New York City,San Francisco,Silicon Valley"
Tony Grimminck,,San Francisco
Abhas Gupta,"Big Data,Commercial Real Estate,E-Commerce,Education,Enterprise Software,Financial Services,Marketplaces,Personal Finance,Predictive Analytics,Real Estate,Retail,SaaS,Supply Chain Management,University Students","Canada,United States"
Linda Tong,"Clean Technology,Consumer Internet,Enterprise Software,Health Care,Mobile,Mobile Advertising,Mobile Commerce,Mobile Games,Mobile Payments","Los Angeles,New York City,North Carolina,Seattle,Silicon Valley"
Bob Wu,"Advertising,Analytics,Digital Media,Mobile,Mobile Games,Publishing,Social Media","Los Angeles,New York City,Palo Alto,San Francisco"
Amine BENMOUSSA,,"Canada,Montreal"
Matthew Cohen,,
Andy Moss,"Consumer Internet,Education,Internet of Things,Mobile,Small and Medium Businesses,Social Games,Sports","Connecticut,New York,New York City"
Rich Martell,"Consumer Internet,E-Commerce,Mobile",London
William Peng,"Advertising Platforms,B2B,Bridging Online and Offline,Consumer Internet,Digital Media,E-Commerce,Enterprise Software,Location Based Services,Marketplaces,Mobile,Mobile Security,SaaS,Sales and Marketing,Social Media","Austin,Boston,Chicago,Los Angeles,Massachusetts,New York,New York City,San Francisco,Silicon Valley"
Vedat Engin,,Istanbul
Maria Cuasay,"E-Commerce,Enterprise Software,Mobile,SaaS","British Columbia,Calgary,Canada,Edmonton,Kelowna,Vancouver,Victoria"
Masahiko Honma,"Advertising,Advertising Platforms,Analytics,Apps,Business Analytics,Cloud Data Services,Consumer Internet,E-Commerce,Enterprise Software,Mobile,Mobile Advertising,Mobile Commerce,Mobile Games,Mobile Payments,Payments,Predictive Analytics,Social Commerce,Social Games,Social Media Marketing,South East Asia,Venture Capital","China,San Francisco,Silicon Valley,Tokyo"
Cody Apperson Nystrom,,
Michael Abbott,"Consumer Internet,Information Technology,Infrastructure,Mobile","San Francisco,Silicon Valley"
Bill Long,"Clean Technology,Consumer Internet,Enterprise Software,Health Care,Mobile","San Francisco,Silicon Valley,United States"
Ian Sigalow,"Information Technology,Internet","California,Los Angeles,New York City,Silicon Valley"
Michael Saunders,"Analytics,B2B,Big Data,Big Data Analytics,Business Analytics,Cloud Data Services,Collaborative Consumption,Consumer Electronics,Consumer Internet,Cooking,E-Commerce,Fashion,Food and Beverages,Local,Machine Learning,Marketplaces,Mobile Commerce,Predictive Analytics,SaaS,Sales and Marketing,Social Commerce,Specialty Foods,Supply Chain Management,University Students,Visualization","Chicago,Evanston,New York,New York City"
Imran Ahmad,"Consumer Internet,Enterprise Software,Gamification,Health and Wellness,Identity Management,Mobile,Personal Data,Privacy,Reputation,Social Media","Chicago,Los Angeles,Mountain View,New York,Silicon Valley"
Vince Thompson,,"California,Los Angeles"
Nick Efstratis,"Bridging Online and Offline,Cloud Computing,Enterprise Software,Mobile,Mobile Payments,Restaurants,SaaS","Salt Lake City,United States,Western States"
Sanjay Nath,,
David Travers,"Business Services,Clean Technology,Consumers,Digital Media,Energy,Entertainment,Health Care,Information Services,Information Technology,Loyalty Programs,Recruiting,Retail,Small and Medium Businesses,Sports","Los Angeles,San Francisco"
Damir Becirovic,,
Michael Arrington,All Markets,"Earth,San Francisco,Seattle,Silicon Valley"
Dan Zheng,"Augmented Reality,Bioinformatics,Bridging Online and Offline,Clean Technology,Collaboration,Communications Infrastructure,Consumer Internet,E-Commerce,Email Marketing,Enterprise Software,Health Care,Health Care Information Technology,Mobile,Mobile Commerce,Mobile Payments,Outdoors,Quantified Self,Restaurants,SaaS,Social Commerce,Software,Translation,Travel","Boston,New York City,San Francisco,Silicon Valley"
